DisNo,ImpactID,Historic,Classification_Key,OFDA_BHA_Response,Appeal,Declaration,Origin,Associated_Types,Magnitude,Magnitude_Scale,Start_Date,End_Date,duration,Location
2019-0624-USA,e96430a88c8fc0a3be803b935d85485a,No,nat-met-sto-sev,No,No,No,,Hail,260.0,Kph,2019-12-16,2019-12-18,2,"Missouri, Nebraska, Indiana, Kansas, Louisiana, Mississippi, Alabama, Florida, Georgia"
2020-0011-USA,2bdb47f96b1829f389a3799117aef6a9,No,nat-met-sto-sev,No,No,No,,Flood,,Kph,2020-01-10,2020-01-12,2,"Texas, Oklahoma, Missouri, Arkansas, Louisiana, Mississippi, Alabama, Tennessee, Kentucky, Georgia states"
2020-0082-USA,23c7c2ac15e4e07c64367004d7dbe70f,No,nat-met-sto-tor,No,No,Yes,,,,Kph,2020-03-02,2020-03-05,3,"Nashville (Tennessee), Kentucky, Missouri, Mississippi, Georgia, Texas Oklahoma, Illinois, Indiana, Ohio, Arkansas, West Virginia, Pennsylvania"
2020-0089-USA,17462ce01e7085e23c3714661fbf4f7b,No,nat-hyd-flo-riv,No,No,Yes,Heavy rains,,,Km2,2020-02-10,2020-02-17,7,"Mississippi, Tennessee"
2020-0148-USA,2583f68364cf3fa27a011aad873609b2,No,nat-met-sto-tor,No,No,No,,Flood,160.0,Kph,2020-04-10,2020-04-14,4,"Louisiana, Texas, Mississippi, South Carolina, Georgia, Tennessee, Arkansas, North Carolina, Alabama"
2020-0167-USA,1f64ac3df0e724fa501681d19f536bff,No,nat-met-sto-tor,No,No,No,,Flood,,Kph,2020-04-21,2020-04-24,3,"Texas, Oklahoma, Louisiana, Mississippi, Alabama, Georgia, Florida, Virginia"
2020-0190-USA,16eba42d99c59bb5d6dab21147f27e7a,No,nat-met-sto-tor,No,No,No,,Hail,,Kph,2020-04-06,2020-04-09,3,"Illinois, Iowa, Wisconsin, Michigan, Indiana, Ohio, Kentucky, Arkansas, Tennessee, Missouri"
2020-0191-CAN,671e7abe7fddde842f3802201dcfaf29,No,nat-hyd-flo-riv,No,No,No,Rising temperatures and subsequent ice jamming,,,Km2,2020-04-26,2020-04-30,4,Alberta
2020-0212-USA,9decca4c4bafab802f4142e8a76a1996,No,nat-hyd-flo-flo,No,No,Yes,Heavy rains,Broken Dam/Burst bank,,Km2,2020-05-17,2020-05-20,3,"Midland Country, Edenville, Sanford (Central Michigan State)"
2020-0219-USA,ebd727c32920f6c4d1c1c0218acca2a0,No,nat-met-sto-tro,No,No,Yes,,,85.0,Kph,2020-06-07,2020-06-07,0,"errebonne, Plaquemines, Lafourche Parishes (Louisiana)"
2020-0238-USA,e6fe9486f92bed00a9b63ae606c1bdde,No,nat-met-sto-sev,No,No,No,,Hail,130.0,Kph,2020-05-02,2020-05-03,1,"Oklahoma, Missouri, Arkansas, Tennessee; Kansas, South Carolina"
2020-0266-CAN,0057db8dbffd10eecd063a2b88e58521,No,nat-met-sto-sev,No,No,No,,Hail,,Kph,2020-06-13,2020-06-14,1,Calgary (Alberta)
2020-0312-USA,dfafec29982cb24f85fa866566fc421f,No,nat-met-sto-tro,No,No,No,,,,Kph,2020-07-31,2020-08-02,2,"North Carolina, South Carolina, New York, Maryland, Delaware, New Jersey, Connecticut, Florida, Virginia, Pennsylvania, New Hampshire"
2020-0316-USA,9c0a453ff3e1a8f72046c3d33985c8fc,No,nat-met-sto-tro,No,No,No,,Flood,150.0,Kph,2020-07-25,2020-07-25,0,Texas
2020-0376-USA,fd21bfa2a44c07e7565077b20220b116,No,nat-met-sto-tro,No,No,No,,Industrial accidents,240.0,Kph,2020-08-27,2020-08-28,1,"Louisiana, Texas, Arkansas, Mississippi"
2020-0412-USA,9803a6611462ef6169f8c7446c1114ea,No,nat-met-sto-tro,No,No,No,,Flood,195.0,Kph,2020-10-07,2020-10-11,4,"Louisiana, Texas, Mississippi, Georgia, North and South Carolina"
2020-0438-USA,c324f2ea5620e0463d8df88bb8f0c934,No,nat-met-sto-tro,No,No,Yes,,Flood,165.0,Kph,2020-09-11,2020-09-18,7,"Alabama, Florida"
2020-0441-USA,9d8415b933407941a46768ed1171b9fc,No,nat-cli-wil-for,No,No,No,,,,Km2,2020-08-16,2020-10-01,46,"Californie, Washington, Oregon, Colorado"
2020-0474-USA,aef585fb9e23c2a2e82659d65ce111e6,No,nat-met-sto-tro,No,No,No,,Flood|Surge,100.0,Kph,2020-11-08,2020-11-12,4,"Florida, North Carolina, Virginia"
2020-0483-USA,57983e24d1994d6d7d339220266ad37c,No,nat-met-sto-tro,No,No,No,,Surge,175.0,Kph,2020-10-24,2020-10-30,6,"Louisiana, Mississippi, Alabama, northern Georgia, south and North Carolinas"
2020-0538-USA,172eace24609dcaa5eee6bae077644b0,No,nat-met-sto-lig,No,No,No,,Flood|Hail,110.0,Kph,2020-11-10,2020-11-10,0,"Illinois, Wisconsin, North Carolina, Virginia, Maryland"
2020-0580-USA,cef5c801ac53f40d001753b6e5f0bb72,No,nat-met-sto-der,No,No,No,,,,Kph,2020-08-08,2020-08-12,4,"Iowa, Illinois, Minnesota, Indiana and Ohio"
2020-0582-USA,a96a0ba30936591312c73c3db9eb16a3,No,nat-met-sto-sev,No,No,No,,,,Kph,2020-03-27,2020-03-28,1,"Missouri, Oklahoma, Texas, Illinois, Indiana, Ohio, Arkansas, Kentucky, Tennessee, West Virginia, Pennnsylvania"
2020-0583-USA,f7ef8a2a7cadeb3f10ac38f14e28bcbb,No,nat-met-sto-sev,No,No,No,,Hail|Lightening,,Kph,2020-05-20,2020-05-23,3,"Oklahoma, Arkansas, Indiana, Tennessee, Alabama, Georgia, Florida, South Carolina, Texas, Illinois, North Carolina"
2020-0584-USA,b267d690ad0e7aff0646996d20e65947,No,nat-met-sto-hai,No,No,No,,,,Kph,2020-05-27,2020-05-27,0,South Texas
2021-0011-USA,bd132065d5280e42931b7c9217140a4d,No,nat-met-sto-sev,No,No,No,,"Flood|Slide (land, mud, snow, rock)",,Kph,2021-01-13,2021-01-15,2,Oregon and Washington States
2021-0037-USA,dda0821ff1e03c0be976439f5bfe1100,No,nat-met-sto-tor,No,No,No,,Flood|Snow/ice,,Kph,2021-01-24,2021-01-27,3,Jefferson county (Alabama)
2021-0043-USA,f8155b47eb7178b273dafe3d90714339,No,nat-met-sto-sev,No,No,No,,"Flood|Slide (land, mud, snow, rock)",,Kph,2021-01-24,2021-01-29,5,"San Mateo, Santa Cruz and Monterey Counties (California)"
2021-0059-USA,aa8ffef38a3e03689bb675eb2e067fca,No,nat-met-sto-bli,No,No,Yes,,,,Kph,2021-01-30,2021-02-02,3,"New York, New Jersey, Pennsylvania, Virginia, Maine, Washington, Boston (Suffolk, Massachusetts)"
2021-0096-USA,9218a031471a34c7a135706c65be29d2,No,nat-met-sto-bli,No,No,No,Polar Vortex,Cold wave,,Kph,2021-02-10,2021-02-20,10,"North Carolina, Oklahoma, Arkansas, Missouri, Illinois, Kentucky, Tennessee, Louisiana, Mississippi, Colorado, Oregon, Washington, Nebraska, Texas"
2021-0117-USA,09a907061444f92b0d96060608848f95,No,nat-hyd-flo-riv,No,No,Yes,Heavy rain and thunderstorm,"Slide (land, mud, snow, rock)",,Km2,2021-02-25,2021-03-01,4,"Todd, Christian, Breathitt, Lee and Magoffin Counties (Kentucky); Tennessee, West Virginia, Arkansas, Ohio, and Maryland"
2021-0150-USA,c877f983550254ac098a2817d5d9056d,No,nat-hyd-flo-flo,No,No,Yes,Heavy rains,,,Km2,2021-03-08,2021-03-10,2,"Hawai‘i, Maui, Kalawao, Kaua‘i, Honolulu (Oahu Island, Hawaii)"
2021-0166-USA,2e36c7b06d9176a32e6b77be61e6d13a,No,nat-met-sto-tor,No,No,Yes,,,,Kph,2021-03-16,2021-03-18,2,"Louisiana, Alabama,Mississippi"
2021-0178-USA,a80cb9e285416daa29bb9f722245a145,No,nat-met-sto-tor,No,No,Yes,,Flood,,Kph,2021-03-24,2021-03-26,2,"Calhoun, Bibb, Jefferson, Shelby and Calhoun Counties (Alabama); Mississippi; Coweta and Fayette Counties (Georgia); Tennessee; Kentucky"
2021-0193-USA,00b1f0a87dc80b8c91335a0caff9b0f5,No,nat-hyd-flo-flo,No,No,No,Heavy rains,,,Km2,2021-03-27,2021-03-28,1,"Davidson, Rutherford, Sullivan, Wilson counties; Nashville Metropolitan Region, Lower Mississippi and Tennessee Valley (Tennessee); Arkansas, Alabama, Georgia, Mississippi, South Carolina, North Carolina, Virginia, Pennsylvania, Maryland, New Jersey"
2021-0199-USA,e695372fdfb0d08327b58036a500f462,No,nat-met-sto-sev,No,No,No,,Hail,,Kph,2021-04-09,2021-04-11,2,"Louisiana, Florida, Mississippi, Alabama"
2021-0211-USA,fb5df605948637b6511464f4ffeedb4a,No,nat-met-sto-sev,No,No,No,,Transport accident,,Kph,2021-04-13,2021-04-15,2,Southern Louisiana and the Gulf Coast
2021-0250-USA,2e53f568c522407c46c4ad0cb4b31848,No,nat-met-sto-sev,No,No,No,,Hail,,Kph,2021-04-15,2021-04-16,1,"Burnet, Williamson, Travis Counties (Texas)"
2021-0251-USA,0756ad6b3b07f6448ad529c4a37fd100,No,nat-met-sto-sev,No,No,No,,Flood|Hail,,Kph,2021-04-27,2021-05-02,5,"Texas, Oklahoma"
2021-0266-USA,9106a6ef3e25bc1e306ce41ab7a40386,No,nat-met-sto-tor,No,No,No,,Flood|Hail,,Kph,2021-05-02,2021-05-04,2,"Alabama, Louisiana, Mississippi, Tennessee, Georgia, Texas, Virginia, Arkansas, South Carolina, North Carolina"
2021-0273-USA,37ed4b523f598ea87706783386c53fbe,No,nat-met-sto-sev,No,No,No,,Flood,,Kph,2021-05-14,2021-05-19,5,East Baton Rouge Parish (eastern Louisiana); Lake Charles City (south-western Louisiana)
2021-0305-USA,be61fd599178a80c961c96584551e20c,No,nat-met-sto-sto,No,No,No,,Flood|Transport accident,,Kph,2021-06-18,2021-06-21,3,"Near Greenville, Butler county (Alabama); Louisiane, Mississippi, Floride"
2021-0335-USA,fb3ace671ee8ed75e9e0fbb3a7ff273a,No,nat-hyd-flo-fla,No,No,No,Heavy rains,,,Km2,2021-06-07,2021-06-10,3,"Bolivar, Sunflower, Panola, and Tallahatchie Counties (Mississippi State); Arkansas, Texas"
2021-0356-CAN,9fa35247b33f9234ac60d170dc0c7414,No,nat-met-sto-tor,No,No,No,,,,Kph,2021-06-21,2021-06-22,1,Montreal City area (Quebec)
2021-0357-USA,8f55f16b43f6d21ae2be3945aa01586a,No,nat-cli-wil-wil,No,No,No,,,,Km2,2021-06-06,2021-07-04,28,"Pinas and Gila counties (Arizona); Montana, Utah"
2021-0367-CAN,3295b44b4fc7c22e8985a8bedbbc9538,No,nat-cli-wil-wil,No,No,No,,Heat wave,,Km2,2021-06-30,2021-07-02,2,Lytton (British Columbia)
2021-0373-USA,6e717dce9167f6f2e112576a3d181a10,No,nat-met-sto-tro,No,No,Yes,,Flood,100.0,Kph,2021-07-02,2021-07-09,7,"California, Georgia, Florida, North Carolina, South Carolina"
2021-0390-USA,8939844d009869aa1979a5b4fd9e19ce,No,nat-met-ext-hea,No,No,No,,,46.8,°C,2021-06-26,2021-06-30,4,"Oregon, Washington, Northern California, Idaho, Western Nevada"
2021-0410-USA,72a69da3e24d800b4e9cd7d4621d6530,No,nat-cli-wil-wil,No,No,No,,,,Km2,2021-07-06,2021-07-31,25,"Arizona, California, Oregon"
